ASIN,Title,Date,Price ($),Rating,Is Amazon
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2022-10,$30.11,4.9,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2022-11,$30.29,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2022-12,$29.70,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2023-01,$28.73,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2023-02,$31.38,4.7,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2023-03,$30.88,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2023-04,$27.89,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2023-05,$32.70,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2023-06,$32.50,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2023-07,$31.42,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2023-08,$27.99,4.7,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2023-09,$32.13,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2023-10,$30.65,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2023-11,$30.16,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2023-12,$29.23,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2024-01,$29.86,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2024-02,$27.15,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2024-03,$32.96,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2024-04,$28.90,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2024-05,$31.67,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2024-06,$31.16,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2024-07,$32.53,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2024-08,$27.32,4.9,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2024-09,$32.80,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2024-10,$27.51,4.6,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2024-11,$28.79,5.0,No
B07S85TPLG,"Ninja FD401 LP3 Foodi 12-in-1 Deluxe XL 8 qt. Pressure Cooker & Air Fryer that Steams, Slow Cooks, Sears, Sautés, Dehydrates & More, with 5 qt. Crisper Basket, Reversible Rack & Recipe Book, Silver",2024-12,$29.84,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2015-01,$29.55,4.6,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2015-02,$32.14,4.6,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2015-03,$29.22,4.7,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2015-04,$32.17,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2015-05,$29.24,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2015-06,$32.89,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2015-07,$29.56,4.7,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2015-08,$31.91,4.7,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2015-09,$31.15,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2015-10,$32.88,4.6,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2015-11,$27.26,4.7,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2015-12,$31.38,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2016-01,$29.12,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2016-02,$30.96,4.5,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2016-03,$31.94,4.6,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2016-04,$29.48,4.8,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2016-05,$31.62,4.5,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2016-06,$27.40,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2016-07,$32.92,4.5,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2016-08,$32.86,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2016-09,$29.63,4.7,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2016-10,$32.51,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2016-11,$32.02,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2016-12,$28.62,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2017-01,$29.29,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2017-02,$27.48,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2017-03,$28.46,4.8,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2017-04,$28.02,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2017-05,$30.69,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2017-06,$31.93,4.9,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2017-07,$30.01,4.6,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2017-08,$31.61,4.6,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2017-09,$27.82,4.6,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2017-10,$28.37,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2017-11,$30.76,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2017-12,$31.90,4.7,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2018-01,$27.92,4.8,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2018-02,$31.98,4.8,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2018-03,$32.86,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2018-04,$29.21,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2018-05,$31.97,4.5,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2018-06,$31.25,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2018-07,$28.67,4.9,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2018-08,$28.81,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2018-09,$30.88,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2018-10,$28.59,4.9,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2018-11,$29.84,4.7,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2018-12,$32.72,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2019-01,$30.52,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2019-02,$31.45,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2019-03,$32.62,4.5,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2019-04,$27.42,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2019-05,$32.25,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2019-06,$31.01,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2019-07,$28.06,4.7,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2019-08,$31.31,4.9,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2019-09,$32.44,4.8,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2019-10,$31.32,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2019-11,$32.36,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2019-12,$32.40,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2020-01,$29.84,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2020-02,$27.73,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2020-03,$27.74,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2020-04,$30.82,4.8,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2020-05,$31.65,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2020-06,$29.93,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2020-07,$30.84,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2020-08,$31.56,4.8,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2020-09,$30.53,4.8,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2020-10,$29.91,4.9,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2020-11,$32.06,4.9,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2020-12,$30.58,4.6,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2021-01,$30.26,4.6,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2021-02,$29.26,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2021-03,$31.22,4.7,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2021-04,$28.33,4.6,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2021-05,$29.18,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2021-06,$31.57,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2021-07,$31.76,4.9,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2021-08,$30.74,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2021-09,$32.80,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2021-10,$31.84,4.5,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2021-11,$30.58,4.9,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2021-12,$31.88,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2022-01,$30.87,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2022-02,$32.32,4.6,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2022-03,$30.09,5.0,No
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",2022-04,$31.99,4.6,No
